Rank,Word,Score,In Answerlist
12615,pungs,6621.5,No
12616,gawky,6620.0,Yes
12617,lysol,6620.0,No
12618,stull,6619.5,No
12619,sinhs,6619.0,No
12620,blini,6618.5,No
12621,flips,6618.5,No
12622,pakki,6618.0,No
12623,swift,6618.0,Yes
12624,zonks,6618.0,No
12625,cunny,6617.5,No
12626,bawds,6617.0,No
12627,happy,6617.0,Yes
12628,wheep,6616.5,No
12629,coops,6616.0,No
12630,noobs,6616.0,No
12631,photo,6616.0,Yes
12632,wanta,6616.0,No
12633,johns,6615.0,No
12634,swans,6614.0,No
12635,balas,6613.5,No
12636,nazar,6613.0,No
12637,weems,6612.5,No
12638,cusso,6612.0,No
12639,glitz,6612.0,No
12640,pomos,6612.0,No
12641,twink,6611.0,No
12642,woful,6611.0,No
12643,pujah,6610.0,No
12644,tokos,6610.0,No
12645,slims,6609.5,No
12646,boong,6609.0,No
12647,thick,6608.5,Yes
12648,rucks,6608.0,No
12649,slobs,6608.0,No
12650,souks,6608.0,No
12651,wicca,6608.0,No
12652,nadas,6606.5,No
12653,mawps,6606.0,No
12654,middy,6606.0,No
12655,gooky,6605.0,No
12656,samps,6604.5,No
12657,slaws,6604.0,No
12658,kotos,6603.5,No
12659,shays,6603.5,No
12660,cuppa,6603.0,No
12661,weeps,6603.0,No
12662,boyfs,6602.5,No
12663,hying,6601.5,No
12664,icily,6601.0,Yes
12665,kecks,6600.5,No
12666,qapik,6600.5,No
12667,igloo,6600.0,Yes
12668,slips,6600.0,No
12669,tadah,6600.0,No
12670,spits,6598.5,No
12671,boggy,6597.0,No
12672,chomp,6596.5,No
12673,sings,6596.5,No
12674,dutch,6596.0,Yes
12675,hatch,6595.0,Yes
12676,baals,6594.0,No
12677,cully,6594.0,No
12678,quits,6594.0,No
12679,gappy,6593.5,No
12680,nihil,6593.0,No
12681,flisk,6592.0,No
12682,proof,6591.5,Yes
12683,bongo,6591.0,Yes
12684,fulth,6591.0,No
12685,grigs,6591.0,No
12686,mitts,6591.0,No
12687,moops,6591.0,No
12688,gowds,6590.5,No
12689,jupon,6590.0,No
12690,iglus,6589.5,No
12691,leeze,6589.5,No
12692,cacky,6589.0,No
12693,kophs,6588.5,No
12694,phuts,6588.0,No
12695,hacks,6587.0,No
12696,skegg,6587.0,No
12697,whyda,6587.0,No
12698,kumis,6586.0,No
12699,wafts,6586.0,No
12700,shaya,6585.5,No
12701,chana,6585.0,No
12702,vrouw,6585.0,No
12703,hokum,6584.5,No
12704,schav,6584.5,No
12705,chynd,6583.5,No
12706,vrows,6583.5,No
12707,dinic,6583.0,No
12708,fitch,6582.5,No
12709,posho,6582.5,No
12710,adapt,6582.0,Yes
12711,brook,6582.0,Yes
12712,mokky,6582.0,No
12713,sweys,6582.0,No
12714,shins,6580.5,No
12715,humic,6580.0,No
12716,tyiyn,6580.0,No
12717,furry,6579.5,Yes
12718,squab,6579.5,No
12719,evets,6579.0,No
12720,wexed,6579.0,No
12721,glows,6577.0,No
12722,fungi,6576.5,Yes
12723,duchy,6576.0,Yes
12724,currs,6575.5,No
12725,sauba,6575.5,No
12726,varda,6575.5,No
12727,wools,6575.5,No
12728,alaps,6575.0,No
12729,ebene,6575.0,No
12730,fowth,6575.0,No
12731,docos,6574.5,No
12732,feoff,6574.0,No
12733,thots,6574.0,No
12734,momus,6573.5,No
12735,zygal,6570.5,No
12736,lotto,6570.0,No
12737,dweeb,6569.5,No
12738,gushy,6569.5,No
12739,occur,6569.5,Yes
12740,spays,6569.5,No
12741,pittu,6568.0,No
12742,smits,6568.0,No
12743,lavvy,6566.5,No
12744,maums,6566.0,No
12745,tipis,6566.0,No
12746,beefs,6565.5,No
12747,chaws,6565.5,No
12748,poyou,6565.5,No
12749,gizmo,6565.0,No
12750,plums,6565.0,No
12751,quays,6565.0,No
12752,swoll,6565.0,No
12753,digit,6564.5,Yes
12754,parra,6564.5,No
12755,truth,6564.5,Yes
12756,bubas,6564.0,No
12757,eeven,6564.0,No
12758,phono,6564.0,No
12759,nooks,6563.5,No
12760,varas,6563.5,No
12761,cutty,6563.0,No
12762,jewed,6563.0,No
12763,kyudo,6563.0,No
12764,sluts,6563.0,No
12765,yeeek,6563.0,No
12766,solos,6562.5,No
12767,vivda,6562.5,No
12768,chips,6561.5,No
12769,kaugh,6561.0,No
12770,lynch,6560.5,No
12771,hypos,6560.0,No
12772,effer,6559.5,No
12773,lamas,6559.0,No
12774,natak,6558.0,No
12775,cists,6557.5,No
12776,kinky,6556.0,Yes
12777,exude,6555.5,No
12778,socko,6555.0,No
12779,cocus,6554.5,No
12780,shams,6554.5,No
12781,mutti,6552.5,No
12782,bufty,6551.0,No
12783,vouch,6551.0,Yes
12784,murrs,6550.5,No
12785,vivas,6550.5,No
12786,ninon,6549.5,No
12787,amlas,6547.5,No
12788,arras,6547.0,No
12789,juror,6547.0,Yes
12790,panga,6547.0,No
12791,spins,6546.5,No
12792,casus,6546.0,No
12793,laxly,6545.0,No
12794,munch,6545.0,Yes
12795,shaps,6545.0,No
12796,poohs,6544.0,No
12797,tumps,6544.0,No
12798,dawgs,6543.5,No
12799,piccy,6543.5,No
12800,mulch,6543.0,Yes
12801,quirk,6543.0,Yes
12802,sculk,6543.0,No
12803,furzy,6542.5,No
12804,yucko,6542.5,No
12805,quins,6542.0,No
12806,doozy,6541.0,No
12807,amiga,6540.5,No
12808,yarfa,6540.5,No
12809,bimbo,6539.0,No
12810,haats,6539.0,No
12811,woons,6538.5,No
12812,cholo,6537.5,No
12813,skees,6537.5,No
12814,gypos,6536.5,No
12815,shama,6536.5,No
12816,aband,6536.0,No
12817,fluyt,6536.0,No
12818,spunk,6536.0,Yes
12819,whits,6536.0,No
12820,willy,6536.0,Yes
12821,crumb,6535.5,Yes
12822,suhur,6535.5,No
12823,ebbet,6535.0,No
12824,tombo,6535.0,No
12825,fugly,6534.0,No
12826,iodid,6534.0,No
12827,likin,6534.0,No
12828,riggs,6534.0,No
12829,pooch,6533.5,Yes
12830,mungs,6533.0,No
12831,yucca,6533.0,No
12832,mists,6532.5,No
12833,buiks,6532.0,No
12834,hoods,6532.0,No
12835,falls,6531.5,No
12836,raffs,6531.5,No
12837,signs,6531.5,No
12838,baggy,6530.0,Yes
12839,swoon,6528.5,Yes
12840,lapas,6528.0,No
12841,evens,6527.0,No
12842,chivy,6526.5,No
12843,ownio,6526.0,No
12844,grrls,6525.5,No
12845,chavs,6524.5,No
12846,chuts,6524.5,No
12847,stogs,6524.5,No
12848,kirks,6524.0,No
12849,pipul,6524.0,No
12850,gawds,6523.5,No
12851,mindi,6523.5,No
12852,hadal,6521.5,No
12853,kaphs,6521.5,No
12854,ewked,6521.0,No
12855,masus,6521.0,No
12856,axial,6520.5,Yes
12857,blush,6520.5,Yes
12858,bubbe,6520.5,No
12859,clack,6520.5,Yes
12860,deeds,6520.5,No
12861,spams,6520.5,No
12862,galas,6520.0,No
12863,ulama,6520.0,No
12864,skegs,6519.5,No
12865,wrung,6519.5,Yes
12866,vigia,6519.0,No
12867,guimp,6518.0,No
12868,choon,6517.5,No
12869,misls,6517.5,No
12870,snogs,6516.5,No
12871,faddy,6515.5,No
12872,froyo,6515.5,No
12873,unhip,6515.0,No
12874,vulns,6515.0,No
12875,bakra,6514.0,No
12876,yills,6514.0,No
12877,cuifs,6513.5,No
12878,fyrds,6513.5,No
12879,intis,6513.0,No
12880,winch,6512.0,Yes
12881,staff,6511.5,Yes
12882,gifts,6510.5,No
12883,plaga,6510.0,No
12884,triff,6509.5,No
12885,goods,6508.5,No
12886,tasks,6506.0,No
12887,actas,6505.5,No
12888,ewhow,6505.5,No
12889,punji,6505.5,No
12890,sophs,6505.0,No
12891,witty,6505.0,Yes
12892,woopy,6505.0,No
12893,dowdy,6504.5,Yes
12894,scowp,6504.5,No
12895,mudif,6504.0,No
12896,fezes,6503.5,No
12897,knobs,6503.5,No
12898,konks,6503.5,No
12899,mebbe,6503.5,No
12900,couch,6503.0,Yes
12901,cloop,6502.5,No
12902,pauas,6502.5,No
12903,schul,6502.5,No
12904,sumis,6502.5,No
12905,pulut,6502.0,No
12906,mutch,6500.5,No
12907,wings,6500.0,No
12908,skimp,6499.0,Yes
12909,pinup,6498.5,No
12910,yawps,6498.0,No
12911,khazi,6497.5,No
12912,faugh,6496.0,No
12913,runup,6496.0,No
12914,thuds,6496.0,No
12915,shews,6494.0,No
12916,shlub,6494.0,No
12917,grump,6493.5,No
12918,adman,6493.0,No
12919,busky,6491.5,No
12920,flitt,6491.5,No
12921,gamay,6491.5,No
12922,fidus,6490.5,No
12923,scams,6490.5,No
12924,bundh,6489.5,No
12925,knoll,6488.0,Yes
12926,adrad,6487.5,No
12927,banya,6487.5,No
12928,dippy,6487.5,No
12929,peeps,6487.0,No
12930,pulpy,6487.0,Yes
12931,vlogs,6486.5,No
12932,sezes,6485.0,No
12933,gugas,6484.5,No
12934,vauch,6484.0,No
12935,whins,6484.0,No
12936,dyads,6483.0,No
12937,yoops,6483.0,No
12938,veeps,6481.5,No
12939,ruggy,6481.0,No
12940,neeze,6480.5,No
12941,jocky,6480.0,No
12942,oxims,6480.0,No
12943,dunks,6479.5,No
12944,mocos,6479.0,No
12945,sansa,6478.5,No
12946,bluds,6478.0,No
12947,withs,6478.0,No
12948,eques,6477.0,No
12949,awful,6476.5,Yes
12950,salsa,6476.5,Yes
12951,hippo,6476.0,Yes
12952,marra,6476.0,No
12953,stuck,6476.0,Yes
12954,adraw,6474.5,No
12955,allay,6474.5,Yes
12956,bumpy,6473.0,No
12957,punks,6472.5,No
12958,gulfy,6472.0,No
12959,meffs,6471.5,No
12960,pizza,6471.5,Yes
12961,pulks,6470.5,No
12962,kexes,6469.5,No
12963,ngege,6469.5,No
12964,imido,6468.0,No
12965,snuck,6468.0,Yes
12966,boofy,6467.5,No
12967,flock,6467.5,Yes
12968,myopy,6467.5,No
12969,skols,6467.5,No
12970,witch,6467.5,Yes
12971,voici,6467.0,No
12972,grubs,6466.5,No
12973,gumbo,6466.5,Yes
12974,finks,6466.0,No
12975,pagan,6466.0,Yes
12976,filks,6464.0,No
12977,feebs,6463.5,No
12978,bucko,6463.0,No
12979,scapa,6463.0,No
12980,pshaw,6462.5,No
12981,enews,6462.0,No
12982,noggs,6462.0,No
12983,pakay,6462.0,No
12984,wahoo,6462.0,No
12985,kanzu,6461.5,No
12986,froom,6461.0,No
12987,salal,6461.0,No
12988,zikrs,6460.5,No
12989,shyly,6460.0,Yes
12990,spews,6460.0,No
12991,pomps,6459.0,No
12992,knuts,6458.5,No
12993,manga,6458.5,Yes
12994,quoif,6458.0,No
12995,whams,6458.0,No
12996,dicks,6457.5,No
12997,navvy,6457.5,No
12998,vexed,6457.5,No
12999,purps,6457.0,No
13000,atmas,6456.5,No
13001,skill,6456.5,Yes
13002,bhoot,6455.5,No
13003,crick,6455.5,Yes
13004,mmkay,6453.5,No
13005,thunk,6453.0,No
13006,gippo,6452.5,No
13007,knowd,6451.5,No
13008,cauda,6451.0,No
13009,picks,6450.5,No
13010,dumky,6449.0,No
13011,isbas,6449.0,No
13012,sumph,6448.5,No
13013,whaps,6448.5,No
13014,emmys,6448.0,No
13015,towts,6448.0,No
13016,sinks,6447.5,No
13017,lumps,6447.0,No
13018,bosom,6446.0,Yes
13019,silks,6445.5,No
13020,mooch,6445.0,No
13021,wauks,6444.5,No
13022,brugh,6444.0,No
13023,afars,6443.0,No
13024,fasts,6442.0,No
13025,zincs,6442.0,No
13026,loofs,6441.5,No
13027,avant,6439.5,No
13028,kiddo,6439.5,No
13029,risks,6439.0,No
13030,vinny,6438.0,No
13031,skuas,6437.5,No
13032,tagua,6437.0,No
13033,ghusl,6436.5,No
13034,izzat,6436.0,No
13035,kadai,6435.5,No
13036,blunk,6435.0,No
13037,duomo,6435.0,No
13038,bills,6434.5,No
13039,fedex,6434.0,No
13040,gimps,6432.5,No
13041,gloss,6432.5,Yes
13042,unban,6432.5,No
13043,doobs,6432.0,No
13044,whipt,6432.0,No
13045,queek,6431.5,No
13046,flood,6431.0,Yes
13047,smews,6429.5,No
13048,stims,6429.5,No
13049,tofts,6428.5,No
13050,stobs,6428.0,No
13051,kight,6427.5,No
13052,lazzi,6427.5,No
13053,laksa,6427.0,No
13054,unjam,6426.5,No
13055,illth,6426.0,No
13056,nucin,6426.0,No
13057,rukhs,6425.0,No
13058,bufos,6424.5,No
13059,almah,6424.0,No
13060,staws,6424.0,No
13061,modoc,6423.5,No
13062,doody,6422.5,No
13063,husky,6421.5,Yes
13064,mugga,6421.0,No
13065,snobs,6420.0,No
13066,napas,6419.0,No
13067,biddy,6418.5,Yes
13068,gauss,6418.0,No
13069,epees,6417.0,No
13070,succi,6417.0,No
13071,hobby,6416.5,Yes
13072,idiom,6416.5,Yes
13073,walls,6416.5,No
13074,snaws,6416.0,No
13075,padas,6415.5,No
13076,comms,6414.5,No
13077,sposh,6414.5,No
13078,zarda,6414.5,No
13079,kabob,6413.5,No
13080,booms,6413.0,No
13081,cycas,6413.0,No
13082,funky,6413.0,Yes
13083,jacky,6413.0,No
13084,spoom,6412.5,No
13085,iambi,6412.0,No
13086,snips,6412.0,No
13087,algas,6410.5,No
13088,check,6410.5,Yes
13089,mafia,6410.0,Yes
13090,palak,6409.5,No
13091,zebec,6409.5,No
13092,gulps,6408.0,No
13093,gobbi,6407.5,No
13094,deeve,6407.0,No
13095,gayal,6406.5,No
13096,jembe,6406.5,No
13097,jaups,6406.0,No
13098,tahas,6406.0,No
13099,bunny,6405.0,Yes
13100,whaup,6405.0,No
13101,ducky,6404.5,No
13102,nibby,6404.0,No
13103,phlox,6404.0,No
13104,sugos,6404.0,No
13105,bitts,6403.5,No
13106,afoam,6403.0,No
13107,cinqs,6403.0,No
13108,humpy,6403.0,No
13109,fifty,6402.5,Yes
13110,sybow,6402.5,No
13111,facia,6402.0,No
13112,mvuli,6401.5,No
13113,tanna,6401.5,No
13114,boyos,6401.0,No
13115,bruck,6401.0,No
13116,waddy,6400.5,No
13117,peeve,6400.0,No
13118,arars,6399.5,No
13119,cyclo,6399.5,No
13120,naams,6398.0,No
13121,pshut,6398.0,No
13122,plugs,6397.5,No
13123,scuft,6396.0,No
13124,ataps,6395.0,No
13125,dawks,6394.5,No
13126,jubas,6394.0,No
13127,magna,6393.5,No
13128,gobby,6393.0,No
13129,kissy,6392.5,No
13130,seeks,6392.5,No
13131,bazoo,6392.0,No
13132,cowks,6391.0,No
13133,flimp,6391.0,No
13134,gnows,6389.0,No
13135,kombu,6389.0,No
13136,poopy,6389.0,No
13137,makai,6388.0,No
13138,wigga,6388.0,No
13139,haika,6387.5,No
13140,muzak,6387.5,No
13141,pawks,6387.5,No
13142,plips,6387.5,No
13143,cabal,6387.0,Yes
13144,shags,6387.0,No
13145,vamps,6386.5,No
13146,pogos,6386.0,No
13147,sexes,6386.0,No
13148,kabar,6385.5,No
13149,watts,6385.5,No
13150,radar,6384.5,Yes
13151,yopos,6384.5,No
13152,swees,6383.5,No
13153,undid,6383.5,Yes
13154,inbox,6383.0,Yes
13155,qursh,6382.0,No
13156,bully,6381.5,Yes
13157,kunds,6381.5,No
13158,tawts,6381.0,No
13159,waugh,6381.0,No
13160,aguna,6379.5,No
13161,dooks,6379.5,No
13162,alkyl,6379.0,No
13163,hafiz,6378.5,No
13164,vulva,6378.0,No
13165,albas,6376.0,No
13166,udyog,6376.0,No
13167,fabbo,6375.5,No
13168,goofy,6374.0,Yes
13169,wheek,6373.5,No
13170,typto,6373.0,No
13171,mahal,6372.5,No
13172,pooks,6372.5,No
13173,spods,6372.0,No
13174,kydst,6371.0,No
13175,rubby,6370.5,No
13176,yarra,6368.0,No
13177,quods,6367.5,No
13178,halma,6366.5,No
13179,toots,6366.0,No
13180,gibus,6365.5,No
13181,abuna,6365.0,No
13182,hamal,6365.0,No
13183,hills,6364.5,No
13184,burrs,6363.0,No
13185,fight,6362.5,Yes
13186,micks,6362.0,No
13187,khaki,6361.0,Yes
13188,scoop,6361.0,Yes
13189,djins,6360.0,No
13190,wryly,6359.5,Yes
13191,hawms,6358.0,No
13192,bunch,6357.5,Yes
13193,vagus,6354.0,No
13194,patka,6353.5,No
13195,musos,6353.0,No
13196,spags,6353.0,No
13197,stott,6351.5,No
13198,winks,6351.0,No
13199,butty,6350.5,No
13200,quags,6348.5,No
13201,usque,6348.5,No
13202,gumma,6347.0,No
13203,voddy,6346.0,No
13204,bungs,6345.5,No
13205,sysop,6345.5,No
13206,titup,6345.5,No
13207,twats,6345.0,No
13208,judos,6344.5,No
13209,outgo,6344.5,Yes
13210,graff,6343.0,No
13211,maban,6343.0,No
13212,cinch,6342.5,Yes
13213,gills,6341.0,No
13214,numps,6338.0,No
13215,piing,6338.0,No
13216,umbos,6337.5,No
13217,ovoid,6337.0,Yes
13218,moobs,6336.5,No
13219,bindi,6336.0,No
13220,blobs,6336.0,No
13221,rurps,6335.0,No
13222,apoop,6334.5,No
13223,arrah,6334.5,No
13224,chimp,6334.0,No
13225,pussy,6334.0,No
13226,eject,6333.5,Yes
13227,hoops,6333.5,No
13228,mazar,6333.5,No
13229,takht,6332.5,No
13230,samba,6332.0,No
13231,sijos,6331.0,No
13232,stuns,6331.0,No
13233,cylix,6330.0,No
13234,compo,6329.0,No
13235,annat,6328.5,No
13236,jesus,6328.5,No
13237,swots,6328.5,No
13238,daffy,6328.0,No
13239,fromm,6327.0,No
13240,wasts,6327.0,No
13241,gabby,6326.0,No
13242,vichy,6326.0,No
13243,gawps,6325.0,No
13244,giddy,6325.0,Yes
13245,convo,6324.5,No
13246,luffa,6324.5,No
13247,quonk,6324.5,No
13248,cawks,6324.0,No
13249,piggy,6323.5,Yes
13250,plook,6323.0,No
13251,scags,6323.0,No
13252,wombs,6320.5,No
13253,socks,6320.0,No
13254,nisus,6318.0,No
13255,funds,6316.5,No
13256,jougs,6315.0,No
13257,dukka,6314.0,No
13258,twilt,6313.5,No
13259,butch,6313.0,Yes
13260,marma,6313.0,No
13261,bhuts,6312.0,No
13262,jowls,6312.0,No
13263,nawal,6312.0,No
13264,bloom,6311.5,Yes
13265,gunny,6311.5,No
13266,hully,6311.5,No
13267,labda,6310.5,No
13268,goops,6310.0,No
13269,osmol,6310.0,No
13270,stats,6309.5,No
13271,cooks,6309.0,No
13272,mucky,6309.0,Yes
13273,sissy,6309.0,Yes
13274,hanap,6308.5,No
13275,galah,6307.5,No
13276,kukri,6307.5,No
13277,chibs,6307.0,No
13278,pukka,6307.0,No
13279,allan,6305.5,No
13280,skink,6305.0,No
13281,nazzy,6304.0,No
13282,spurs,6303.0,No
13283,swill,6302.5,Yes
13284,ovoli,6301.0,No
13285,pollo,6301.0,No
13286,kalua,6300.0,No
13287,mawks,6299.0,No
13288,cohos,6298.5,No
13289,dhows,6298.5,No
13290,gazoo,6298.5,No
13291,agals,6298.0,No
13292,mogos,6297.5,No
13293,twigs,6297.5,No
13294,qubit,6297.0,No
13295,weeks,6296.0,No
13296,fugis,6295.0,No
13297,kanas,6295.0,No
13298,abaci,6294.0,No
13299,xebec,6294.0,No
13300,buhls,6293.5,No
13301,kalas,6293.0,No
13302,fezzy,6292.5,No
13303,squaw,6292.5,No
13304,chill,6291.5,Yes
13305,bloop,6290.0,No
13306,brava,6290.0,No
13307,fauna,6290.0,Yes
13308,ficus,6289.5,Yes
13309,wexes,6289.5,No
13310,afald,6288.5,No
13311,barra,6288.5,No
13312,gully,6288.0,Yes
13313,yagna,6285.5,No
13314,flows,6285.0,No
13315,mooks,6284.0,No
13316,alpha,6283.5,Yes
13317,durum,6282.0,No
13318,jimpy,6282.0,No
13319,fubsy,6280.5,No
13320,titty,6280.5,No
13321,bodoh,6280.0,No
13322,baboo,6276.0,No
13323,wicky,6276.0,No
13324,hists,6275.0,No
13325,edged,6274.5,No
13326,mohos,6273.5,No
13327,sushi,6273.5,Yes
13328,pirri,6273.0,No
13329,scurs,6273.0,No
13330,smurs,6272.5,No
13331,tummy,6272.5,No
13332,stymy,6272.0,No
13333,frugs,6271.0,No
13334,zawns,6271.0,No
13335,azyms,6270.5,No
13336,potto,6270.0,No
13337,egged,6269.5,No
13338,khoum,6269.0,No
13339,boohs,6268.0,No
13340,midis,6268.0,No
13341,biccy,6267.5,No
13342,krump,6266.5,No
13343,pavvy,6266.5,No
13344,qanat,6266.5,No
13345,slows,6266.5,No
13346,homos,6266.0,No
13347,lusts,6266.0,No
13348,babus,6265.5,No
13349,clump,6264.5,Yes
13350,bliss,6263.5,Yes
13351,mobos,6263.0,No
13352,pasha,6262.5,No
13353,cezve,6262.0,No
13354,gulch,6262.0,Yes
13355,ciggy,6260.0,No
13356,kulfi,6259.5,No
13357,boozy,6258.0,Yes
13358,avast,6257.5,No
13359,curch,6257.5,No
13360,jeeps,6257.5,No
13361,gutty,6257.0,No
13362,takas,6257.0,No
13363,zoons,6256.0,No
13364,chiks,6254.5,No
13365,jefes,6254.0,No
13366,snigs,6254.0,No
13367,sacks,6253.0,No
13368,tagma,6253.0,No
13369,ombus,6252.0,No
13370,quabs,6252.0,No
13371,agami,6251.5,No
13372,bwazi,6251.5,No
13373,gists,6251.5,No
13374,katas,6250.5,No
13375,rudds,6250.0,No
13376,bajus,6248.0,No
13377,femme,6248.0,Yes
13378,kapai,6248.0,No
13379,wight,6247.5,Yes
13380,nulls,6246.5,No
13381,jesse,6246.0,No
13382,mussy,6245.5,No
13383,keefs,6245.0,No
13384,ungag,6243.5,No
13385,adhan,6243.0,No
13386,titch,6243.0,No
13387,uprun,6242.0,No
13388,ebbed,6241.0,No
13389,lysis,6241.0,No
13390,potoo,6241.0,No
13391,cynic,6239.5,Yes
13392,padma,6238.5,No
13393,clubs,6237.5,No
13394,agamy,6237.0,No
13395,mayas,6235.5,No
13396,apayd,6234.0,No
13397,lisps,6233.5,No
13398,tipup,6232.0,No
13399,zoomy,6232.0,No
13400,mumsy,6231.0,No
13401,dowfs,6230.5,No
13402,nuddy,6230.5,No
13403,linin,6229.5,No
13404,wagyu,6229.0,No
13405,xysti,6229.0,No
13406,zouks,6229.0,No
13407,chiti,6228.0,No
13408,chows,6228.0,No
13409,quoys,6227.5,No
13410,zilch,6227.5,No
13411,abjud,6227.0,No
13412,naval,6226.5,Yes
13413,scabs,6226.5,No
13414,zobus,6225.5,No
13415,vroom,6224.5,No
13416,nagas,6224.0,No
13417,guqin,6223.5,No
13418,wocks,6223.5,No
13419,angas,6222.5,No
13420,zitty,6222.5,No
13421,groof,6222.0,No
13422,rhumb,6221.5,No
13423,shaka,6220.0,No
13424,skits,6220.0,No
13425,titin,6220.0,No
13426,swash,6219.5,Yes
13427,blurb,6219.0,Yes
13428,gloom,6218.0,Yes
13429,zings,6217.5,No
13430,foods,6216.5,No
13431,ryijy,6215.5,No
13432,bunjy,6215.0,No
13433,muntu,6214.5,No
13434,pacas,6214.5,No
13435,maxim,6213.5,Yes
13436,chili,6213.0,Yes
13437,mollo,6212.5,No
13438,pocho,6212.5,No
13439,cacao,6212.0,Yes
13440,foggy,6211.5,Yes
13441,thawt,6211.5,No
13442,briki,6211.0,No
13443,visit,6211.0,Yes
13444,gings,6210.5,No
13445,cirri,6209.5,No
13446,salas,6209.5,No
13447,dohyo,6208.0,No
13448,jawns,6208.0,No
13449,asway,6207.5,No
13450,shops,6207.5,No
13451,vasts,6205.5,No
13452,voulu,6205.5,No
13453,flick,6205.0,Yes
13454,bippy,6204.5,No
13455,makan,6204.5,No
13456,kvell,6204.0,No
13457,rasas,6203.0,No
13458,frump,6201.5,No
13459,wawls,6200.5,No
13460,padam,6200.0,No
13461,sifts,6200.0,No
13462,hikoi,6199.0,No
13463,tikis,6198.0,No
13464,sunup,6197.5,No
13465,annal,6197.0,No
13466,bunks,6196.5,No
13467,gloop,6196.5,No
13468,camas,6195.5,No
13469,glums,6195.5,No
13470,gulph,6195.5,No
13471,bulks,6194.5,No
13472,tucks,6192.5,No
13473,ninny,6191.0,Yes
13474,ofuro,6191.0,No
13475,sabha,6190.5,No
13476,fluky,6189.0,No
13477,sinsi,6187.0,No
13478,doddy,6186.5,No
13479,twill,6185.5,No
13480,veuve,6184.0,No
13481,clock,6183.0,Yes
13482,toffs,6183.0,No
13483,shook,6182.0,Yes
13484,motto,6181.5,Yes
13485,ummas,6181.5,No
13486,disci,6180.0,No
13487,pozzy,6180.0,No
13488,zaida,6180.0,No
13489,braza,6179.5,No
13490,bruvs,6177.5,No
13491,swads,6177.0,No
13492,ascus,6176.0,No
13493,onion,6176.0,Yes
13494,jhils,6175.5,No
13495,lummy,6175.5,No
13496,masha,6174.0,No
13497,nalla,6172.0,No
13498,finis,6171.0,No
13499,tymps,6171.0,No
13500,noons,6170.0,No
13501,quops,6169.0,No
13502,smaak,6169.0,No
13503,scoog,6168.0,No
13504,skins,6168.0,No
13505,vexes,6168.0,No
13506,flurr,6167.0,No
13507,idlis,6167.0,No
13508,mingi,6167.0,No
13509,widow,6167.0,Yes
13510,jouks,6166.0,No
13511,lolls,6165.5,No
13512,capas,6164.5,No
13513,yapps,6164.5,No
13514,knows,6162.0,No
13515,alack,6161.5,No
13516,cocci,6161.5,No
13517,opihi,6161.0,No
13518,tatts,6161.0,No
13519,jitty,6159.5,No
13520,dsomo,6159.0,No
13521,gungy,6157.5,No
13522,snibs,6157.5,No
13523,wacks,6156.5,No
13524,hilch,6155.0,No
13525,jings,6154.5,No
13526,pasag,6154.5,No
13527,dumps,6154.0,No
13528,tooth,6153.5,Yes
13529,fuzil,6152.5,No
13530,mudim,6152.0,No
13531,doofs,6148.5,No
13532,lolos,6148.0,No
13533,spook,6148.0,Yes
13534,bazar,6146.0,No
13535,schif,6146.0,No
13536,bombs,6145.0,No
13537,faggy,6144.5,No
13538,peepe,6144.5,No
13539,howto,6144.0,No
13540,woosh,6144.0,No
13541,jucos,6143.5,No
13542,scops,6143.5,No
13543,burbs,6143.0,No
13544,pluck,6142.0,Yes
13545,poofs,6141.5,No
13546,favus,6141.0,No
13547,onmun,6141.0,No
13548,floss,6140.5,Yes
13549,thugs,6139.5,No
13550,ixias,6139.0,No
13551,tabac,6139.0,No
13552,vasal,6138.5,No
13553,jolls,6138.0,No
13554,myths,6138.0,No
13555,poppy,6137.5,Yes
13556,zokor,6137.5,No
13557,banak,6135.5,No
13558,flush,6135.0,Yes
13559,hippy,6134.5,Yes
13560,talaq,6134.0,No
13561,surfs,6131.5,No
13562,agogo,6129.5,No
13563,flamm,6129.5,No
13564,gonof,6128.5,No
13565,hunks,6126.5,No
13566,macas,6126.0,No
13567,coomb,6124.5,No
13568,hulks,6124.5,No
13569,mokos,6124.5,No
13570,bomoh,6123.5,No
13571,simps,6122.0,No
13572,whirr,6121.5,No
13573,gurus,6121.0,No
13574,daddy,6119.5,Yes
13575,inion,6117.5,No
13576,rajas,6117.5,No
13577,slush,6116.5,Yes
13578,maggs,6115.5,No
13579,kills,6114.0,No
13580,livid,6114.0,Yes
13581,hitch,6112.5,Yes
13582,bawks,6111.5,No
13583,gippy,6111.0,No
13584,whops,6111.0,No
13585,churr,6110.0,No
13586,howks,6108.5,No
13587,mommy,6108.5,No
13588,kalpa,6106.5,No
13589,uvula,6106.5,No
13590,koiwi,6106.0,No
13591,knack,6105.0,Yes
13592,quids,6105.0,No
13593,hicks,6104.5,No
13594,veves,6104.5,No
13595,sukis,6103.5,No
13596,wifts,6103.5,No
13597,gunks,6103.0,No
13598,ataxy,6102.5,No
13599,woods,6101.5,No
13600,flung,6099.5,Yes
13601,jauks,6099.0,No
13602,lalls,6098.5,No
13603,kiddy,6098.0,No
13604,cobbs,6097.0,No
13605,books,6096.5,No
13606,husos,6095.5,No
13607,lucks,6095.5,No
13608,rhymy,6095.5,No
13609,janns,6094.5,No
13610,twist,6094.5,Yes
