Rank,Word,Score,Overall Frequency,Pos1 Freq,Pos2 Freq,Pos3 Freq,Pos4 Freq,Pos5 Freq
13448,muzak,1435.4,2007,107,185,11,162,113
13449,poods,1435.271268292683,2179,141,279,243,69,36
13450,spoom,1435.0333170731708,2102,365,61,243,132,42
13451,seeks,1434.9072520325203,2108,365,241,177,55,36
13452,jhala,1434.6836585365852,2105,20,144,306,162,63
13453,kabob,1434.681300813008,2218,20,304,56,132,11
13454,cobbs,1434.669918699187,2176,198,279,56,24,36
13455,apayd,1434.613902439024,2157,140,61,306,3,118
13456,gizmo,1434.6,2089,115,201,11,68,58
13457,shuns,1433.7072520325205,2094,365,144,165,182,36
13458,kvell,1433.6416910569105,2308,20,15,177,162,155
13459,bidri,1432.8572357723576,2240,173,201,75,150,11
13460,oggin,1432.679024390244,2306,41,11,67,158,130
13461,noobs,1432.671268292683,2274,37,279,243,24,36
13462,phish,1432.2760487804878,2090,141,144,266,171,137
13463,haugh,1432.268731707317,2138,69,304,165,76,137
13464,fanga,1431.9997560975607,2087,135,304,137,76,63
13465,alkyl,1431.795382113821,2325,140,200,12,3,155
13466,pavvy,1431.7817235772357,1916,141,304,49,45,364
13467,annum,1431.1506829268292,2330,140,87,137,82,42
13468,click,1431.131951219512,2071,198,200,266,150,113
13469,tawaf,1431.052926829268,2127,149,304,26,162,26
13470,chaff,1431.0266178861787,2066,198,144,306,35,26
13471,dusts,1430.9687154471544,2256,111,185,80,139,36
13472,dyked,1430.6458048780487,2257,111,22,12,318,118
13473,dulls,1430.4730406504066,2243,111,185,112,162,36
13474,gabby,1430.469918699187,1989,115,304,56,24,364
13475,ungag,1430.3960975609757,2324,33,87,67,162,41
13476,sophs,1430.3072520325204,2173,365,279,57,28,36
13477,stuff,1430.226617886179,2092,365,77,165,35,26
13478,yucca,1430.1374796747966,2340,6,185,56,150,63
13479,migma,1429.9657886178861,2271,107,201,67,68,63
13480,snush,1429.6360325203254,2094,365,87,165,171,137
13481,socko,1429.5595609756099,2106,365,279,56,55,58
13482,makai,1429.052926829268,2171,107,304,12,162,11
13483,zexes,1429.0,1975,3,241,12,318,36
13484,wists,1428.7687154471544,2261,82,201,80,139,36
13485,baffs,1428.454487804878,2152,173,304,25,35,36
13486,putts,1428.3754634146342,2228,141,185,111,139,36
13487,wills,1428.2730406504065,2248,82,201,112,162,36
13488,abjud,1428.1999999999998,2141,140,16,3,82,118
13489,nomoi,1427.924243902439,2312,37,279,61,132,11
13490,fudgy,1427.2,1822,135,185,75,76,364
13491,tatts,1426.897222903034,2372,149,304,111,139,36
13492,bloop,1426.633317073171,2114,173,200,243,132,56
13493,uprun,1426.6301788617889,2301,33,61,163,82,130
13494,veves,1426.2725203252032,2050,43,241,49,318,36
13495,unman,1426.1976097560976,2330,33,87,61,162,130
13496,janny,1425.9423902439025,1999,20,304,137,182,364
13497,tipup,1425.9405691056909,2230,149,201,57,82,56
13498,havan,1425.852926829268,2087,69,304,49,162,130
13499,pulls,1425.6730406504064,2215,141,185,112,162,36
13500,rubby,1425.6699186991868,2067,105,185,56,24,364
13501,fatwa,1425.1997560975606,2127,135,304,111,25,63
13502,smuts,1425.1072520325206,2179,365,38,165,139,36
13503,wadds,1424.6414146341463,2230,82,304,75,69,36
13504,cysts,1424.5687154471543,2296,198,22,80,139,36
13505,feoff,1423.3617966435322,2212,135,241,243,35,26
13506,gaffs,1423.254487804878,2182,115,304,25,35,36
13507,titup,1423.2349756097562,2230,149,201,111,82,56
13508,agmas,1422.972926829268,2269,140,11,61,162,36
13509,kamas,1422.652926829268,2169,20,304,61,162,36
13510,zaida,1422.5997560975609,2078,3,304,266,69,63
13511,flood,1422.4333170731709,2091,135,200,243,132,118
13512,husos,1422.1687154471547,2274,69,185,80,132,36
13513,pittu,1421.9754634146343,2230,141,201,111,139,1
13514,cogon,1421.7242439024392,2111,198,279,67,132,130
13515,gloop,1421.4333170731709,2144,115,200,243,132,56
13516,gings,1421.2133333333334,2221,115,201,137,76,36
13517,wexed,1420.8,1854,82,241,12,318,118
13518,imlis,1420.6068292682926,2370,34,38,112,158,36
13519,plups,1420.381544715447,2215,141,200,165,50,36
13520,yarra,1420.0773658536584,2296,6,304,163,150,63
13521,hoods,1419.6712682926832,2201,69,279,243,69,36
13522,putti,1419.5754634146342,2230,141,185,111,139,11
13523,cobby,1419.469918699187,1932,198,279,56,24,364
13524,jembe,1419.0,1853,20,241,61,24,422
13525,ships,1418.9072520325203,2090,365,144,266,50,36
13526,adawn,1418.6139024390243,2135,140,20,306,25,130
13527,hasks,1418.5687154471545,2240,69,304,80,55,36
13528,ruffs,1418.4544878048782,2260,105,185,25,35,36
13529,makan,1418.452926829268,2074,107,304,12,162,130
13530,minis,1417.9177235772356,2227,107,201,137,158,36
13531,thoft,1417.840048780488,2098,149,144,243,35,253
13532,tanna,1417.7421463414632,2277,149,304,137,182,63
13533,shchi,1417.1934146341464,2200,365,144,56,28,11
13534,pulli,1416.8730406504064,2217,141,185,112,162,11
13535,munjs,1416.8,2050,107,185,137,2,36
13536,bocci,1416.5374796747967,2178,173,279,56,150,11
13537,quass,1416.5266341463414,2138,23,185,306,171,36
13538,cycad,1416.4877235772356,2267,198,22,56,162,118
13539,kukri,1416.4282926829267,2243,20,185,12,150,11
13540,skull,1416.0416910569104,2060,365,10,165,162,155
13541,whoot,1416.0333170731706,2063,82,144,243,132,253
13542,ngoni,1415.8984878048782,2306,37,11,243,182,11
13543,witty,1415.775463414634,2017,82,201,111,139,364
13544,fucks,1415.6,2048,135,185,56,55,36
13545,dully,1415.2730406504065,1999,111,185,112,162,364
13546,poohs,1415.2712682926829,2173,141,279,243,28,36
13547,stott,1415.2066403926233,2150,365,77,243,139,253
13548,nabam,1414.852926829268,2144,37,304,56,162,42
13549,tikis,1414.7177235772356,2277,149,201,12,158,36
13550,slubs,1414.5072520325205,2130,365,200,165,24,36
13551,sumis,1414.5072520325205,2120,365,185,61,158,36
13552,momus,1414.222243902439,2203,107,279,61,82,36
13553,bwana,1414.083658536585,2022,173,44,306,182,63
13554,nobby,1413.8699186991869,2030,37,279,56,24,364
13555,faggy,1413.8660162601627,1938,135,304,67,76,364
13556,mapau,1413.652926829268,2122,107,304,57,162,1
13557,bacha,1413.5997560975607,2117,173,304,56,28,63
13558,kists,1413.5687154471545,2277,20,201,80,139,36
13559,annat,1413.3236097560975,2277,140,87,137,162,253
13560,baffy,1413.254487804878,1908,173,304,25,35,364
13561,putty,1413.1754634146341,1984,141,185,111,139,364
13562,kills,1413.0730406504065,2264,20,201,112,162,36
13563,willy,1413.0730406504065,2004,82,201,112,162,364
13564,cunny,1412.9423902439023,1938,198,185,137,182,364
13565,stums,1412.3072520325204,2179,365,77,165,68,36
13566,coffs,1412.254487804878,2125,198,279,25,35,36
13567,coofs,1412.0712682926828,2125,198,279,243,35,36
13568,discs,1411.7687154471546,2206,111,201,80,150,36
13569,knurr,1411.7631707317073,2146,20,87,165,150,212
13570,tatty,1411.697222903034,2128,149,304,111,139,364
13571,gazal,1411.452926829268,2041,115,304,11,162,155
13572,sinks,1410.7072520325203,2121,365,201,137,55,36
13573,wilis,1410.5177235772358,2248,82,201,112,158,36
13574,pully,1410.4730406504066,1971,141,185,112,162,364
13575,chack,1410.3319512195121,2047,198,144,306,150,113
13576,abyss,1410.3266341463416,2347,140,16,29,171,36
13577,hulls,1410.0730406504065,2237,69,185,112,162,36
13578,iddut,1409.977707317073,2258,34,20,75,82,253
13579,minny,1409.9423902439023,1983,107,201,137,182,364
13580,cinch,1409.9319512195123,2105,198,201,137,150,137
13581,ovoli,1409.9145853658538,2291,41,15,243,162,11
13582,ilial,1409.8344065040649,2361,34,200,266,162,155
13583,outgo,1409.8028780487805,2258,41,185,111,76,58
13584,dawds,1409.7820975609757,2230,111,304,26,69,36
13585,ginny,1409.5423902439024,1977,115,201,137,182,364
13586,waddy,1409.4414146341462,1986,82,304,75,69,364
13587,lalls,1409.102779403794,2359,87,304,112,162,36
13588,cooks,1408.6712682926832,2106,198,279,243,55,36
13589,uncut,1408.6301788617886,2243,33,87,56,82,253
13590,woold,1407.871268292683,2056,82,279,243,162,118
13591,padam,1407.052926829268,2049,141,304,75,162,42
13592,congo,1406.5595609756099,2111,198,279,137,76,58
13593,bunjy,1406.4,1770,173,185,137,2,364
13594,unzip,1406.3999999999999,2114,33,87,11,158,56
13595,mahua,1406.1997560975608,2144,107,304,9,82,63
13596,sassy,1406.0084177619142,2067,365,304,80,171,364
13597,vivda,1405.4725203252033,2190,43,201,49,69,63
13598,podos,1405.324243902439,2179,141,279,75,132,36
13599,sunup,1405.1945365853658,2072,365,185,137,82,56
13600,quick,1404.8,1850,23,185,266,150,113
13601,uvula,1404.5949268292684,2309,33,15,165,162,63
13602,hoody,1404.471268292683,1957,69,279,243,69,364
13603,rubus,1404.194536585366,2311,105,185,56,82,36
13604,dunno,1403.9423902439023,2185,111,185,137,182,58
13605,mocos,1403.924243902439,2212,107,279,56,132,36
13606,cruck,1403.7319512195122,2048,198,267,165,150,113
13607,yolky,1403.6194471544716,2103,6,279,112,55,364
13608,digit,1403.3177235772357,2102,111,201,67,158,253
13609,ruffy,1403.254487804878,2016,105,185,25,35,364
13610,namak,1403.252926829268,2074,37,304,61,162,113
13611,baiza,1403.1997560975608,1965,173,304,266,20,63
13612,nooks,1403.071268292683,2204,37,279,243,55,36
13613,sysop,1402.8781138211384,2210,365,22,80,132,56
13614,squiz,1402.6,1873,365,5,165,158,4
13615,unban,1402.5976097560977,2294,33,87,56,162,130
13616,jambu,1402.3999999999999,2064,20,304,61,24,1
13617,boldo,1402.3595609756098,2142,173,279,112,69,58
13618,zygon,1401.6,2100,3,22,67,132,130
13619,thigh,1401.0760487804878,2096,149,144,266,76,137
13620,swabs,1400.7072520325205,2117,365,44,306,24,36
13621,kitty,1400.5754634146342,2033,20,201,111,139,364
13622,socks,1400.5072520325202,2106,365,279,56,55,36
13623,barra,1400.4773658536583,2152,173,304,163,150,63
13624,asana,1400.1218747769183,2216,140,16,306,182,63
13625,poohy,1400.071268292683,1929,141,279,243,28,364
13626,spook,1399.8333170731707,1996,365,61,243,132,113
13627,zooty,1399.4712682926831,1946,3,279,243,139,364
13628,jalap,1399.452926829268,2083,20,304,112,162,56
13629,agbas,1399.3729268292682,2233,140,11,56,162,36
13630,lisks,1398.9687154471546,2264,87,201,80,55,36
13631,wasps,1398.9687154471546,2202,82,304,80,50,36
13632,araba,1398.9218747769185,2152,140,267,306,24,63
13633,nyaff,1398.826617886179,2201,37,22,306,35,26
13634,phono,1398.6686341463414,2078,141,144,243,182,58
13635,vroom,1398.2333170731706,2118,43,267,243,132,42
13636,umphs,1398.0,2202,33,38,57,28,36
13637,veuve,1397.6541138211383,1848,43,241,165,45,422
13638,sushi,1397.0781138211382,2191,365,185,80,28,11
13639,shims,1396.7072520325203,2041,365,144,266,68,36
13640,yomim,1396.1464715447155,2163,6,279,61,158,42
13641,vanda,1395.9997560975607,2093,43,304,137,69,63
13642,basks,1395.9687154471544,2133,173,304,80,55,36
13643,kaval,1395.8529268292682,2053,20,304,49,162,155
13644,dumky,1395.8,1809,111,185,61,55,364
13645,marra,1395.6773658536583,2188,107,304,163,150,63
13646,nonan,1395.6359417370613,2301,37,279,137,162,130
13647,jewed,1395.6,1844,20,241,26,318,118
13648,allay,1395.5996585365854,2115,140,200,112,162,364
13649,glugs,1395.4133333333332,2160,115,200,165,76,36
13650,hoops,1395.2712682926829,2173,69,279,243,50,36
13651,hully,1394.8730406504064,1993,69,185,112,162,364
13652,musos,1394.7687154471546,2203,107,185,80,132,36
13653,plook,1394.633317073171,2044,141,200,243,132,113
13654,amban,1394.3729268292682,2144,140,38,56,162,130
13655,godso,1394.3595609756098,2124,115,279,75,171,58
13656,humfs,1394.0,2066,69,185,61,35,36
13657,naans,1393.9923902439023,2216,37,304,306,182,36
13658,cooky,1393.471268292683,1862,198,279,243,55,364
13659,dooms,1393.471268292683,2130,111,279,243,68,36
13660,pulps,1393.181544715447,2215,141,185,112,50,36
13661,poddy,1392.4414146341462,1935,141,279,75,69,364
13662,moods,1392.2712682926829,2130,107,279,243,69,36
13663,yoops,1392.2712682926829,2210,6,279,243,50,36
13664,subby,1392.269918699187,1838,365,185,56,24,364
13665,goods,1391.871268292683,2124,115,279,243,69,36
13666,unbox,1391.8,2109,33,87,56,132,8
13667,rotto,1391.7350243902442,2379,105,279,111,139,58
13668,malax,1391.652926829268,2044,107,304,112,162,8
13669,bloom,1391.6333170731707,2065,173,200,243,132,42
13670,allan,1391.3996585365853,2264,140,200,112,162,130
13671,galax,1391.252926829268,2038,115,304,112,162,8
13672,masks,1391.1687154471547,2169,107,304,80,55,36
13673,tizzy,1391.1486178861787,1863,149,201,11,20,364
13674,kyack,1390.7765853658536,2084,20,22,306,150,113
13675,butts,1390.1754634146341,2143,173,185,111,139,36
13676,fabby,1389.8699186991869,1908,135,304,56,24,364
13677,disci,1389.6572357723578,2206,111,201,80,150,11
13678,chava,1389.4836585365852,1989,198,144,306,45,63
13679,pooch,1388.671268292683,1980,141,279,243,150,137
13680,syncs,1388.5072520325205,2140,365,22,137,150,36
13681,bagua,1387.9997560975607,2031,173,304,67,82,63
13682,busts,1387.9687154471544,2143,173,185,80,139,36
13683,nooky,1387.871268292683,1960,37,279,243,55,364
13684,vills,1387.4730406504066,2206,43,201,112,162,36
13685,bulls,1387.4730406504063,2130,173,185,112,162,36
13686,jaaps,1387.0939024390243,2035,20,304,306,50,36
13687,wokka,1386.9014634146342,2132,82,279,12,55,63
13688,woosh,1386.671268292683,2002,82,279,243,171,137
13689,zombi,1386.6,2059,3,279,61,24,11
13690,gloom,1386.4333170731707,2095,115,200,243,132,42
13691,zezes,1386.3538211382113,1938,3,241,11,318,36
13692,sijos,1386.1072520325204,2118,365,201,3,132,36
13693,rusks,1385.9687154471544,2241,105,185,80,55,36
13694,keeks,1385.8439024390243,2108,20,241,177,55,36
13695,mutts,1385.3754634146342,2179,107,185,111,139,36
13696,quawk,1385.1999999999998,1874,23,185,306,25,113
13697,attas,1385.0194146341462,2372,140,77,111,162,36
13698,skosh,1384.4360325203252,2018,365,10,243,171,137
13699,iambi,1384.3463414634148,2241,34,304,61,24,11
13700,jolls,1384.2730406504065,2164,20,279,112,162,36
13701,ilium,1384.0390243902439,2168,34,200,266,82,42
13702,pooja,1383.871268292683,2120,141,279,243,2,63
13703,blubs,1383.7674796747965,2130,173,200,165,24,36
13704,padma,1383.5997560975607,2049,141,304,75,68,63
13705,aquas,1383.5729268292682,2138,140,5,165,162,36
13706,pulus,1383.3945365853658,2215,141,185,112,82,36
13707,nucin,1383.2756585365853,2184,37,185,56,158,130
13708,musts,1383.1687154471547,2179,107,185,80,139,36
13709,gusts,1382.7687154471546,2173,115,185,80,139,36
13710,mulls,1382.6730406504066,2166,107,185,112,162,36
13711,skunk,1382.4985365853659,1917,365,10,165,182,113
13712,gulls,1382.2730406504063,2160,115,185,112,162,36
13713,boody,1381.871268292683,1850,173,279,243,69,364
13714,titir,1381.7526991869918,2296,149,201,111,158,212
13715,modii,1381.5388617886179,2132,107,279,75,158,11
13716,vexed,1380.0,1812,43,241,12,318,118
13717,pizza,1379.7486178861789,2050,141,201,11,20,63
13718,briki,1379.571056910569,2057,173,267,266,55,11
13719,posho,1378.9595609756097,2173,141,279,80,28,58
13720,hajji,1378.5396585365854,2059,69,304,3,2,11
13721,doomy,1378.271268292683,1886,111,279,243,68,364
13722,pulpy,1377.9815447154472,1971,141,185,112,50,364
13723,yampy,1377.4194471544715,2080,6,304,61,50,364
13724,boohs,1377.0712682926828,2088,173,279,243,28,36
13725,moody,1377.0712682926828,1886,107,279,243,69,364
13726,finis,1376.9177235772356,2140,135,201,137,158,36
13727,favas,1376.852926829268,2024,135,304,49,162,36
13728,wasms,1376.7687154471546,2153,82,304,80,68,36
13729,goody,1376.671268292683,1880,115,279,243,69,364
13730,oojah,1376.605512195122,2142,41,279,3,162,137
13731,mutti,1376.5754634146342,2181,107,185,111,139,11
13732,spoof,1376.4333170731707,2015,365,61,243,132,26
13733,unmix,1376.0,2062,33,87,61,158,8
13734,skyrs,1375.9072520325205,2199,365,10,29,150,36
13735,typto,1375.0416097560976,2271,149,22,57,139,58
13736,jatha,1374.9997560975607,2118,20,304,111,28,63
13737,butty,1374.975463414634,1899,173,185,111,139,364
13738,hight,1374.7860975609756,2096,69,201,67,28,253
13739,kanga,1374.5997560975609,2068,20,304,137,76,63
13740,jemmy,1374.3367804878048,1997,20,241,61,68,364
13741,nippy,1373.922032520325,2032,37,201,57,50,364
13742,dhaba,1373.8836585365852,2035,111,144,306,24,63
13743,stubs,1373.1072520325204,2143,365,77,165,24,36
13744,kumys,1372.3999999999999,2084,20,185,61,3,36
13745,bully,1372.2730406504065,1886,173,185,112,162,364
13746,matza,1371.799756097561,2060,107,304,111,20,63
13747,jotty,1371.7754634146343,1933,20,279,111,139,364
13748,sezes,1371.7072520325203,1938,365,241,11,318,36
13749,bumfs,1371.3999999999999,1959,173,185,61,35,36
13750,calla,1371.2727967479673,2166,198,304,112,162,63
13751,weeke,1371.2,1634,82,241,177,55,422
13752,kurus,1370.994536585366,2241,20,185,163,82,36
13753,sexes,1370.3072520325204,1935,365,241,12,318,36
13754,inwit,1370.2068292682927,2166,34,87,26,158,253
13755,pussy,1369.8974959349594,1923,141,185,80,171,364
13756,gutty,1369.775463414634,1929,115,185,111,139,364
13757,jolly,1369.0730406504063,1920,20,279,112,162,364
13758,kombu,1369.0,2025,20,279,61,24,1
13759,finny,1368.9423902439025,1896,135,201,137,182,364
13760,badam,1368.852926829268,1964,173,304,75,162,42
13761,ninja,1368.428731707317,2245,37,201,137,2,63
13762,jesse,1368.2974959349594,1925,20,241,80,171,422
13763,spiff,1368.226617886179,1932,365,61,266,35,26
13764,moops,1367.871268292683,2102,107,279,243,50,36
13765,goops,1367.4712682926831,2096,115,279,243,50,36
13766,piccy,1367.3374796747967,1934,141,201,56,150,364
13767,boyos,1367.324243902439,2125,173,279,29,132,36
13768,gully,1367.0730406504065,1916,115,185,112,162,364
13769,virid,1366.5177235772358,2112,43,201,163,158,118
13770,tummy,1366.3367804878046,1935,149,185,61,68,364
13771,annal,1366.3236097560975,2264,140,87,137,162,155
13772,tight,1366.2400487804878,2096,149,201,67,28,253
13773,voici,1366.171056910569,2050,43,279,266,150,11
13774,heeze,1365.8,1657,69,241,177,20,422
13775,timid,1365.7177235772358,2108,149,201,61,158,118
13776,nalla,1365.6727967479674,2264,37,304,112,162,63
13777,cutch,1364.3319512195121,2057,198,185,111,150,137
13778,nonna,1364.189503378941,2301,37,279,137,182,63
13779,gymps,1363.3999999999999,2083,115,22,61,50,36
13780,yopos,1362.724243902439,2210,6,279,57,132,36
13781,likin,1362.7177235772358,2169,87,201,12,158,130
13782,ciggy,1362.4660162601626,1879,198,201,67,76,364
13783,kylix,1362.2,2057,20,22,112,158,8
13784,novio,1361.9595609756097,2148,37,279,49,158,58
13785,nymph,1361.8,2065,37,22,61,50,137
13786,voulu,1361.760325203252,2087,43,279,165,162,1
13787,kinks,1361.6439024390243,2121,20,201,137,55,36
13788,rufus,1361.1945365853658,2260,105,185,25,82,36
13789,lipid,1360.9177235772358,2144,87,201,57,158,118
13790,xolos,1360.7242439024392,2174,0,279,112,132,36
13791,swoop,1360.6333170731707,1980,365,44,243,132,56
13792,jimpy,1359.6000000000001,1802,20,201,61,50,364
13793,kippa,1359.522032520325,2220,20,201,57,50,63
13794,doggy,1359.4660162601626,1880,111,279,67,76,364
13795,adrad,1359.1575609756096,2265,140,20,163,162,118
13796,panax,1358.8529268292682,1950,141,304,137,162,8
13797,sotto,1358.3350243902441,2150,365,279,111,139,58
13798,scows,1358.1072520325204,2090,365,40,243,25,36
13799,sulks,1357.7072520325205,2060,365,185,112,55,36
13800,wigga,1357.6660162601627,2149,82,201,67,76,63
13801,sools,1357.3785203252032,2137,365,279,243,162,36
13802,kissy,1357.2974959349594,1972,20,201,80,171,364
13803,culch,1356.931951219512,2044,198,185,112,150,137
13804,siris,1356.824975609756,2235,365,201,163,158,36
13805,bappu,1356.7220325203252,2086,173,304,57,50,1
13806,bazoo,1356.7216097560975,2048,173,304,11,132,58
13807,bulbs,1356.5674796747967,2130,173,185,112,24,36
13808,blook,1356.4333170731709,1959,173,200,243,132,113
13809,alaap,1356.262207317073,2056,140,200,306,162,56
13810,hoppy,1356.122032520325,1929,69,279,57,50,364
13811,soots,1355.9785203252034,2150,365,279,243,139,36
13812,ownio,1355.8028780487805,2190,41,44,137,158,58
13813,frizz,1355.6448780487804,1836,135,267,266,20,4
13814,cacao,1354.940650406504,2203,198,304,56,162,58
13815,poggy,1354.6660162601625,1852,141,279,67,76,364
13816,wakas,1354.652926829268,2047,82,304,12,162,36
13817,pommy,1354.5367804878047,1858,141,279,61,68,364
13818,upbow,1354.3999999999999,2058,33,61,56,132,17
13819,hussy,1354.2974959349594,1945,69,185,80,171,364
13820,doobs,1354.271268292683,2094,111,279,243,24,36
13821,hoggs,1354.2660162601628,2118,69,279,67,76,36
13822,zakat,1354.052926829268,1954,3,304,12,162,253
13823,vacua,1353.799756097561,2068,43,304,56,82,63
13824,marma,1353.565544715447,2188,107,304,163,68,63
13825,pomos,1353.5242439024391,2102,141,279,61,132,36
13826,dawah,1353.452926829268,1949,111,304,26,162,137
13827,pogos,1352.324243902439,2096,141,279,67,132,36
13828,goopy,1352.271268292683,1852,115,279,243,50,364
13829,accra,1352.1629268292681,2347,140,40,56,150,63
13830,smogs,1351.9072520325203,2047,365,38,243,76,36
13831,mauka,1351.5997560975607,1967,107,304,165,55,63
13832,gazoo,1351.5216097560974,2078,115,304,11,132,58
13833,foods,1351.2712682926829,2043,135,279,243,69,36
13834,booms,1350.471268292683,2017,173,279,243,68,36
13835,spims,1350.3072520325204,2019,365,61,266,68,36
13836,fiqhs,1350.2,1983,135,201,1,28,36
13837,hippo,1350.122032520325,2175,69,201,57,50,58
13838,vajra,1349.5997560975607,2051,43,304,3,150,63
13839,fifth,1349.0674959349594,2015,135,201,25,139,137
13840,vanga,1348.9997560975607,2010,43,304,137,76,63
13841,scifi,1348.571056910569,2042,365,40,266,35,11
13842,rosso,1348.4570569105695,2318,105,279,80,171,58
13843,dinic,1347.9177235772358,2111,111,201,137,158,31
13844,swish,1347.8360325203253,1919,365,44,266,171,137
13845,knock,1347.7765853658534,2011,20,87,243,150,113
13846,cocks,1347.0877235772357,2106,198,279,56,55,36
13847,shows,1346.9072520325203,2002,365,144,243,25,36
13848,lichi,1346.8572357723579,2248,87,201,56,28,11
13849,kinky,1346.4439024390244,1877,20,201,137,55,364
13850,mumsy,1346.022243902439,1874,107,185,61,171,364
13851,mooch,1345.6712682926832,1931,107,279,243,150,137
13852,skaws,1345.5072520325205,2047,365,10,306,25,36
13853,pinup,1344.600081300813,2074,141,201,137,82,56
13854,pakua,1344.1997560975608,2016,141,304,12,82,63
13855,hutch,1344.0687317073168,2057,69,185,111,150,137
13856,hazan,1343.452926829268,1975,69,304,11,162,130
13857,jeffs,1343.254487804878,2154,20,241,25,35,36
13858,aback,1343.2139024390244,1940,140,16,306,150,113
13859,unput,1343.0301788617885,2133,33,87,57,82,253
13860,pomps,1342.581544715447,2102,141,279,61,50,36
13861,tubby,1342.469918699187,1899,149,185,56,24,364
13862,dodgy,1342.2388780487804,1880,111,279,75,76,364
13863,fusts,1342.1687154471547,2092,135,185,80,139,36
13864,winns,1341.9423902439023,2105,82,201,137,182,36
13865,cynic,1341.7844715447152,2142,198,22,137,158,31
13866,fulls,1341.6730406504064,2079,135,185,112,162,36
13867,falaj,1341.452926829268,1947,135,304,112,162,0
13868,hewgh,1341.2687317073169,2121,69,241,26,76,137
13869,snuff,1340.6266178861788,1936,365,87,165,35,26
13870,waffs,1340.4544878048778,2066,82,304,25,35,36
13871,bazas,1340.252926829268,1963,173,304,11,162,36
13872,lupus,1339.794536585366,2215,87,185,57,82,36
13873,junks,1339.6,1944,20,185,137,55,36
13874,ummah,1339.578731707317,2144,33,38,61,162,137
13875,civil,1338.317723577236,2013,198,201,49,158,155
13876,zoons,1338.271268292683,2034,3,279,243,182,36
13877,homos,1337.9242439024392,2124,69,279,61,132,36
13878,yacka,1337.7997560975607,2084,6,304,56,55,63
13879,boong,1337.4712682926831,1916,173,279,243,182,41
13880,bohos,1337.124243902439,2088,173,279,9,132,36
13881,hogos,1336.724243902439,2118,69,279,67,132,36
13882,foody,1336.071268292683,1799,135,279,243,69,364
13883,dobby,1335.4699186991868,1850,111,279,56,24,364
13884,kawas,1335.452926829268,2047,20,304,26,162,36
13885,mazas,1335.452926829268,1999,107,304,11,162,36
13886,yampa,1335.3997560975608,2080,6,304,61,50,63
13887,gnawn,1335.3976097560976,2052,115,87,306,25,130
13888,boomy,1335.271268292683,1773,173,279,243,68,364
13889,tuffs,1335.254487804878,2092,149,185,25,35,36
13890,boogy,1334.871268292683,1767,173,279,243,76,364
13891,kwaai,1334.5368292682924,2049,20,44,306,162,11
13892,birzz,1333.8448780487806,1887,173,201,163,20,4
13893,lummy,1333.7367804878047,1922,87,185,61,68,364
13894,boppy,1333.522032520325,1822,173,279,57,50,364
13895,nanas,1333.4816585365852,2216,37,304,137,162,36
13896,vughs,1333.3999999999999,1983,43,185,67,28,36
13897,nibby,1332.8699186991869,1947,37,201,56,24,364
13898,moong,1332.671268292683,1952,107,279,243,182,41
13899,hoghs,1332.3860975609755,2118,69,279,67,28,36
13900,mohos,1332.324243902439,2124,107,279,9,132,36
13901,cocky,1331.8877235772356,1862,198,279,56,55,364
13902,zoppa,1331.7220325203252,2133,3,279,57,50,63
13903,sukis,1331.3072520325204,2014,365,185,12,158,36
13904,bumph,1330.8,1814,173,185,61,50,137
13905,pobby,1330.6699186991868,1822,141,279,56,24,364
13906,ignis,1330.4068292682928,2221,34,11,137,158,36
13907,goomy,1330.071268292683,1803,115,279,243,68,364
13908,zamia,1329.9997560975607,2001,3,304,61,158,63
13909,bivia,1329.9177235772356,2077,173,201,49,158,63
13910,biccy,1329.1374796747966,1849,173,201,56,150,364
13911,psyop,1329.0000813008128,2210,141,16,29,132,56
13912,dunny,1328.9423902439025,1856,111,185,137,182,364
13913,buxom,1328.8000000000002,1852,173,185,12,132,42
13914,moppy,1328.7220325203252,1858,107,279,57,50,364
13915,avgas,1328.5729268292682,2105,140,15,67,162,36
13916,doffs,1328.254487804878,2043,111,279,25,35,36
13917,doofs,1328.0712682926828,2043,111,279,243,35,36
13918,casas,1327.8216422764226,2118,198,304,80,162,36
13919,mebbe,1327.469918699187,1826,107,241,56,24,422
13920,hushy,1327.3860975609757,1945,69,185,80,28,364
13921,mussy,1326.8974959349594,1874,107,185,80,171,364
13922,ryijy,1326.8837723577235,2018,105,22,266,2,364
13923,gussy,1326.4974959349593,1868,115,185,80,171,364
13924,fully,1326.4730406504063,1835,135,185,112,162,364
13925,niffs,1325.654487804878,2140,37,201,25,35,36
13926,bosom,1325.324243902439,2017,173,279,80,132,42
13927,whoso,1325.0686341463415,2002,82,144,243,171,58
13928,alapa,1324.9218747769182,2056,140,200,306,50,63
13929,dooks,1324.671268292683,2024,111,279,243,55,36
13930,majas,1324.452926829268,1986,107,304,3,162,36
13931,junky,1324.4,1700,20,185,137,55,364
13932,punny,1324.1423902439024,1828,141,185,137,182,364
13933,muntu,1324.0819512195123,2084,107,185,137,139,1
13934,ngaka,1323.2836585365853,2068,37,11,306,55,63
13935,poofs,1323.2712682926829,2015,141,279,243,35,36
13936,fiscs,1322.9687154471546,2042,135,201,80,150,36
13937,quoll,1322.8416910569106,1964,23,185,243,162,155
13938,macaw,1322.452926829268,1960,107,304,56,162,17
13939,gippo,1322.3220325203251,2098,115,201,57,50,58
