Rank,Word,Score,Pos1 Overall Freq,Pos1 Positional Freq,Pos2 Overall Freq,Pos2 Positional Freq,Pos3 Overall Freq,Pos3 Positional Freq,Pos4 Overall Freq,Pos4 Positional Freq,Pos5 Overall Freq,Pos5 Positional Freq
12884,skios,1454.3770813008132,668,210,670,753,668,365,10,266,132,36
12885,winna,1454.3409512195124,194,670,573,573,975,82,201,137,182,63
12886,naffs,1454.2682398373986,573,975,229,229,668,37,304,25,35,36
12887,cutty,1453.9541341463416,475,466,729,729,424,198,185,111,139,364
12888,laxly,1453.678593495935,716,975,37,716,424,87,304,12,162,364
12889,logos,1453.666268292683,716,753,310,753,668,87,279,67,132,36
12890,billy,1453.6377398373984,280,670,716,716,424,173,201,112,162,364
12891,skegs,1453.477081300813,668,210,1230,310,668,365,10,177,76,36
12892,byded,1453.2185365853657,280,424,393,1230,393,173,22,75,318,118
12893,pilis,1453.1234959349595,365,670,716,670,668,141,201,112,158,36
12894,groom,1453.1139756097564,310,897,753,753,316,115,267,243,132,42
12895,primp,1453.0352032520325,365,897,670,316,365,141,267,266,68,56
12896,quonk,1452.7500000000002,29,466,753,573,210,23,185,243,182,113
12897,cully,1452.7377398373983,475,466,716,716,424,198,185,112,162,364
12898,gugas,1452.549105691057,310,466,310,975,668,115,185,67,162,36
12899,ebbet,1452.4227642276423,1230,280,280,1230,729,72,16,56,318,253
12900,myoma,1452.3829349593495,316,424,753,316,975,107,22,243,68,63
12901,hills,1452.2877398373985,387,670,716,716,668,69,201,112,162,36
12902,ingan,1452.0530731707317,670,573,310,975,573,34,87,67,162,130
12903,hists,1451.7462276422766,387,670,668,729,668,69,201,80,139,36
12904,fillo,1451.7377398373983,229,670,716,716,753,135,201,112,162,58
12905,imaum,1451.6198861788619,670,316,975,466,316,34,38,306,82,42
12906,flamm,1451.5976910569107,229,716,975,316,316,135,200,306,68,42
12907,pompa,1451.1143495934962,365,753,316,365,975,141,279,61,50,63
12908,swits,1450.8270813008132,668,194,670,729,668,365,44,266,139,36
12909,dweeb,1450.8000000000002,393,194,1230,1230,280,111,44,177,318,11
12910,aurar,1450.7802560975608,975,466,897,975,897,140,185,163,162,212
12911,navvy,1450.510861788618,573,975,152,152,424,37,304,49,45,364
12912,masha,1450.4114634146342,316,975,668,387,975,107,304,80,28,63
12913,bubas,1450.37581300813,280,466,280,975,668,173,185,56,162,36
12914,tippy,1450.3223983739836,729,670,365,365,424,149,201,57,50,364
12915,bromo,1450.1537073170734,280,897,753,316,753,173,267,243,68,58
12916,glyph,1450.0500000000002,310,716,424,365,387,115,200,29,50,137
12917,cycas,1450.0356300813007,475,424,475,975,668,198,22,56,162,36
12918,stows,1449.6770813008131,668,729,753,194,668,365,77,243,25,36
12919,tests,1449.6247764227644,729,1230,668,729,668,149,241,80,139,36
12920,dowfs,1449.5,393,753,194,229,668,111,279,26,35,36
12921,yeses,1449.3462276422765,424,1230,668,1230,668,6,241,80,318,36
12922,sculs,1449.1270813008132,668,475,466,716,668,365,40,165,162,36
12923,casks,1449.0462276422766,475,975,668,210,668,198,304,80,55,36
12924,tiyin,1449.0234959349593,729,670,424,670,573,149,201,29,158,130
12925,baddy,1449.0218658536585,280,975,393,393,424,173,304,75,69,364
12926,riffs,1448.9682398373986,897,670,229,229,668,105,201,25,35,36
12927,bhoot,1448.963975609756,280,387,753,753,729,173,144,243,132,253
12928,murri,1448.9613658536584,316,466,897,897,670,107,185,163,150,11
12929,purpy,1448.814349593496,365,466,897,365,424,141,185,163,50,364
12930,blini,1448.6834959349594,280,716,670,573,670,173,200,266,182,11
12931,gordo,1448.3560000000002,310,753,897,393,753,115,279,163,69,58
12932,daggy,1448.037886178862,393,975,310,310,424,111,304,67,76,364
12933,jings,1447.9,27,670,573,310,668,20,201,137,76,36
12934,abaft,1447.7023780487805,975,280,975,229,729,140,16,306,35,253
12935,suids,1447.5770813008132,668,466,670,393,668,365,185,266,69,36
12936,shuls,1447.5270813008133,668,387,466,716,668,365,144,165,162,36
12937,zings,1447.4,40,670,573,310,668,3,201,137,76,36
12938,soums,1447.277081300813,668,753,466,316,668,365,279,165,68,36
12939,duked,1447.2018048780487,393,466,210,1230,393,111,185,12,318,118
12940,mesem,1447.018837398374,316,1230,668,1230,316,107,241,80,318,42
12941,pissy,1446.866105691057,365,670,668,668,424,141,201,80,171,364
12942,dholl,1446.7774715447154,393,387,753,716,716,111,144,243,162,155
12943,kapok,1446.5614634146343,210,975,365,753,210,20,304,57,132,113
12944,jambs,1446.5500000000002,27,975,316,280,668,20,304,61,24,36
12945,succi,1446.516605691057,668,466,475,475,670,365,185,56,150,11
12946,yesks,1446.4962276422766,424,1230,668,210,668,6,241,80,55,36
12947,womby,1446.3500000000001,194,753,316,280,424,82,279,61,24,364
12948,wolly,1446.1377398373984,194,753,716,716,424,82,279,112,162,364
12949,scuts,1445.9270813008131,668,475,466,729,668,365,40,165,139,36
12950,wryly,1445.760398373984,194,897,424,716,424,82,267,29,162,364
12951,narra,1445.4228292682926,573,975,897,897,975,37,304,163,150,63
12952,boson,1445.366268292683,280,753,668,753,573,173,279,80,132,130
12953,panga,1445.311463414634,365,975,573,310,975,141,304,137,76,63
12954,beses,1445.2962276422766,280,1230,668,1230,668,173,241,80,318,36
12955,gamas,1444.7962804878048,310,975,316,975,668,115,304,61,162,36
12956,ascus,1444.7075447154473,975,668,475,466,668,140,16,56,82,36
12957,chico,1444.4103861788617,475,387,670,475,753,198,144,266,150,58
12958,spazz,1444.3866666666668,668,365,975,40,40,365,61,306,20,4
12959,skits,1444.3270813008132,668,210,670,729,668,365,10,266,139,36
12960,shuts,1444.327081300813,668,387,466,729,668,365,144,165,139,36
12961,yills,1444.2877398373985,424,670,716,716,668,6,201,112,162,36
12962,hafta,1444.211463414634,387,975,229,729,975,69,304,25,139,63
12963,gilly,1444.0377398373985,310,670,716,716,424,115,201,112,162,364
12964,rurps,1443.9989878048782,897,466,897,365,668,105,185,163,50,36
12965,magas,1443.8962804878047,316,975,310,975,668,107,304,67,162,36
12966,scaws,1443.7770813008133,668,475,975,194,668,365,40,306,25,36
12967,milly,1443.7377398373983,316,670,716,716,424,107,201,112,162,364
12968,logon,1443.716268292683,716,753,310,753,573,87,279,67,132,130
12969,logoi,1443.516268292683,716,753,310,753,670,87,279,67,132,11
12970,unjam,1443.5,466,573,27,975,316,33,87,3,162,42
12971,ninth,1443.2880853658537,573,670,573,729,387,37,201,137,139,137
12972,pilin,1443.1734959349596,365,670,716,670,573,141,201,112,158,130
12973,looky,1443.0566707317075,716,753,753,210,424,87,279,243,55,364
12974,banya,1442.811463414634,280,975,573,424,975,173,304,137,3,63
12975,booth,1442.7066707317074,280,753,753,729,387,173,279,243,139,137
12976,kahal,1442.6462804878047,210,975,387,975,716,20,304,9,162,155
12977,yucko,1442.4,424,466,475,210,753,6,185,56,55,58
12978,shaws,1442.1770813008131,668,387,975,194,668,365,144,306,25,36
12979,gadgy,1442.128617886179,310,975,393,310,424,115,304,75,76,364
12980,quims,1442.05,29,466,670,316,668,23,185,266,68,36
12981,pooka,1441.9066707317074,365,753,753,210,975,141,279,243,55,63
12982,plumb,1441.9,365,716,466,316,280,141,200,165,68,11
12983,tweet,1441.701792682927,729,194,1230,1230,729,149,44,177,318,253
12984,seems,1441.6270813008132,668,1230,1230,316,668,365,241,177,68,36
12985,bitts,1441.4541341463416,280,670,729,729,668,173,201,111,139,36
12986,whirr,1441.3326219512196,194,387,670,897,897,82,144,266,150,212
12987,vexes,1440.3500000000001,152,1230,37,1230,668,43,241,12,318,36
12988,happy,1440.3223983739838,387,975,365,365,424,69,304,57,50,364
12989,funky,1440.3000000000002,229,466,573,210,424,135,185,137,55,364
12990,bills,1440.2377398373985,280,670,716,716,668,173,201,112,162,36
12991,sniff,1440.1618861788618,668,573,670,229,229,365,87,266,35,26
12992,sposh,1440.1469593495935,668,365,753,668,387,365,61,243,171,137
12993,veggo,1440.037886178862,152,1230,310,310,753,43,241,67,76,58
12994,proof,1440.013975609756,365,897,753,753,229,141,267,243,132,26
12995,namad,1439.9962804878048,573,975,316,975,393,37,304,61,162,118
12996,fixie,1439.9734959349594,229,670,37,670,1230,135,201,12,158,422
12997,misos,1439.8462276422765,316,670,668,753,668,107,201,80,132,36
12998,tofts,1439.7785487804879,729,753,229,729,668,149,279,25,139,36
12999,eeven,1439.75,1230,1230,152,1230,573,72,241,49,318,130
13000,aguna,1439.571463414634,975,310,466,573,975,140,11,165,182,63
13001,thumb,1439.5500000000002,729,387,466,316,280,149,144,165,68,11
13002,kibei,1439.3554471544717,210,670,280,1230,670,20,201,56,318,11
13003,culls,1439.3377398373984,475,466,716,716,668,198,185,112,162,36
13004,tipis,1439.1234959349595,729,670,365,670,668,149,201,57,158,36
13005,maddy,1439.1218658536586,316,975,393,393,424,107,304,75,69,364
13006,check,1438.4603861788619,475,387,1230,475,210,198,144,177,150,113
13007,snips,1438.3770813008132,668,573,670,365,668,365,87,266,50,36
13008,bucko,1438.35,280,466,475,210,753,173,185,56,55,58
13009,isbas,1437.9575447154473,670,668,280,975,668,34,16,56,162,36
13010,boysy,1437.8603983739838,280,753,424,668,424,173,279,29,171,364
13011,smews,1437.6270813008132,668,316,1230,194,668,365,38,177,25,36
13012,bijou,1437.3000000000002,280,670,27,753,466,173,201,3,132,1
13013,furry,1437.2613658536586,229,466,897,897,424,135,185,163,150,364
13014,ceded,1437.068536585366,475,1230,393,1230,393,198,241,75,318,118
13015,jupon,1437.0,27,466,365,753,573,20,185,57,132,130
13016,zarda,1436.861463414634,40,975,897,393,975,3,304,163,69,63
13017,bwazi,1436.75,280,194,975,40,670,173,44,306,20,11
13018,innie,1436.7490203252032,670,573,573,670,1230,34,87,137,158,422
13019,yabas,1436.396280487805,424,975,280,975,668,6,304,56,162,36
13020,brook,1436.3639756097564,280,897,753,753,210,173,267,243,132,113
13021,pulut,1435.9707642276423,365,466,716,466,729,141,185,112,82,253
13022,chowk,1435.8,475,387,753,194,210,198,144,243,25,113
13023,purps,1435.414349593496,365,466,897,365,668,141,185,163,50,36
13024,nutty,1435.4041341463417,573,466,729,729,424,37,185,111,139,364
13025,meses,1435.3962276422765,316,1230,668,1230,668,107,241,80,318,36
13026,takht,1435.351792682927,729,975,210,387,729,149,304,12,28,253
13027,froyo,1435.1537073170732,229,897,753,424,753,135,267,243,3,58
13028,nully,1434.1877398373983,573,466,716,716,424,37,185,112,162,364
13029,sinhs,1433.827081300813,668,670,573,387,668,365,201,137,28,36
13030,azans,1433.5523780487806,975,40,975,573,668,140,2,306,182,36
13031,bobak,1433.2758130081302,280,753,280,975,210,173,279,56,162,113
13032,yagna,1433.2114634146342,424,975,310,573,975,6,304,67,182,63
13033,misls,1432.9962276422766,316,670,668,716,668,107,201,80,162,36
13034,wombs,1432.9500000000003,194,753,316,280,668,82,279,61,24,36
13035,mooth,1432.8066707317075,316,753,753,729,387,107,279,243,139,137
13036,titch,1432.471085365854,729,670,729,475,387,149,201,111,150,137
13037,skuas,1432.327081300813,668,210,466,975,668,365,10,165,162,36
13038,sifts,1432.2770813008133,668,670,229,729,668,365,201,25,139,36
13039,lobos,1432.216268292683,716,753,280,753,668,87,279,56,132,36
13040,bafta,1432.161463414634,280,975,229,729,975,173,304,25,139,63
13041,oddly,1431.8751951219513,753,393,393,716,424,41,20,75,162,364
13042,emmys,1431.8224959349593,1230,316,316,424,668,72,38,61,3,36
13043,afanc,1431.8023780487806,975,229,975,573,475,140,8,306,182,31
13044,mitts,1431.5541341463415,316,670,729,729,668,107,201,111,139,36
13045,usque,1431.510861788618,466,668,29,466,1230,33,16,1,82,422
13046,queek,1431.45,29,466,1230,1230,210,23,185,177,318,113
13047,flump,1431.4,229,716,466,316,365,135,200,165,68,56
13048,memes,1431.3214471544716,316,1230,316,1230,668,107,241,61,318,36
13049,loofs,1431.1066707317075,716,753,753,229,668,87,279,243,35,36
13050,goold,1431.0566707317075,310,753,753,716,393,115,279,243,162,118
13051,fromm,1430.8476910569107,229,897,753,316,316,135,267,243,68,42
13052,cocus,1430.6856300813008,475,753,475,466,668,198,279,56,82,36
13053,chili,1430.6834959349594,475,387,670,716,670,198,144,266,162,11
13054,gills,1430.6377398373986,310,670,716,716,668,115,201,112,162,36
13055,knack,1430.5614634146343,210,573,975,475,210,20,87,306,150,113
13056,mills,1430.3377398373984,316,670,716,716,668,107,201,112,162,36
13057,gists,1430.0962276422765,310,670,668,729,668,115,201,80,139,36
13058,coops,1430.0566707317075,475,753,753,365,668,198,279,243,50,36
13059,amahs,1429.9523780487805,975,316,975,387,668,140,38,306,28,36
13060,indri,1429.9056910569107,670,573,393,897,670,34,87,75,150,11
13061,mists,1429.7962276422766,316,670,668,729,668,107,201,80,139,36
13062,looks,1429.6566707317074,716,753,753,210,668,87,279,243,55,36
13063,halfa,1429.411463414634,387,975,716,229,975,69,304,112,35,63
13064,ducky,1429.3500000000001,393,466,475,210,424,111,185,56,55,364
13065,conch,1429.3103861788618,475,753,573,475,387,198,279,137,150,137
13066,signs,1429.2770813008133,668,670,310,573,668,365,201,67,182,36
13067,suses,1429.2513669812943,668,466,668,1230,668,365,185,80,318,36
13068,ooaas,1428.6983658536585,753,753,975,975,668,41,279,306,162,36
13069,mucko,1428.45,316,466,475,210,753,107,185,56,55,58
13070,mugho,1427.8500000000001,316,466,310,387,753,107,185,67,28,58
13071,chiti,1427.4834959349596,475,387,670,729,670,198,144,266,139,11
13072,nuque,1427.3707642276424,573,466,29,466,1230,37,185,1,82,422
13073,howfs,1427.3000000000002,387,753,194,229,668,69,279,26,35,36
13074,dumpy,1427.15,393,466,316,365,424,111,185,61,50,364
13075,funks,1426.9,229,466,573,210,668,135,185,137,55,36
13076,dykey,1426.8553008130082,393,424,210,1230,424,111,22,12,318,364
13077,ridic,1426.8234959349595,897,670,393,670,475,105,201,75,158,31
13078,hissy,1426.566105691057,387,670,668,668,424,69,201,80,171,364
13079,choon,1426.3139756097562,475,387,753,753,573,198,144,243,132,130
13080,wicky,1426.25,194,670,475,210,424,82,201,56,55,364
13081,ondol,1426.1900000000003,753,573,393,753,716,41,87,75,132,155
13082,klutz,1426.15,210,716,466,729,40,20,200,165,139,4
13083,howks,1425.8500000000001,387,753,194,210,668,69,279,26,55,36
13084,aboma,1425.621463414634,975,280,753,316,975,140,16,243,68,63
13085,hasps,1425.5962276422767,387,975,668,365,668,69,304,80,50,36
13086,bezzy,1425.40337398374,280,1230,40,40,424,173,241,11,20,364
13087,abuna,1425.321463414634,975,280,466,573,975,140,16,165,182,63
13088,hammy,1425.2003008130082,387,975,316,316,424,69,304,61,68,364
13089,risks,1425.1962276422767,897,670,668,210,668,105,201,80,55,36
13090,umami,1424.8339837398373,466,316,975,316,670,33,38,306,68,11
13091,coomy,1424.6066707317073,475,753,753,316,424,198,279,243,68,364
13092,scoog,1424.5139756097562,668,475,753,753,310,365,40,243,132,41
13093,debud,1424.501804878049,393,1230,280,466,393,111,241,56,82,118
13094,cacky,1424.4856300813008,475,975,475,210,424,198,304,56,55,364
13095,deeve,1424.45,393,1230,1230,152,1230,111,241,177,45,422
13096,kufis,1424.45,210,466,229,670,668,20,185,25,158,36
13097,ruddy,1424.2718658536585,897,466,393,393,424,105,185,75,69,364
13098,vacay,1424.0962804878045,152,975,475,975,424,43,304,56,162,364
13099,wimpy,1424.05,194,670,316,365,424,82,201,61,50,364
13100,slubb,1423.9745934959349,668,716,466,280,280,365,200,165,24,11
13101,furrs,1423.8613658536583,229,466,897,897,668,135,185,163,150,36
13102,aimag,1423.7562804878048,975,670,316,975,310,140,201,61,162,41
13103,cloff,1423.6618861788618,475,716,753,229,229,198,200,243,35,26
13104,kulfi,1423.4,210,466,716,229,670,20,185,112,35,11
13105,nandu,1423.3380853658537,573,975,573,393,466,37,304,137,69,1
13106,chocs,1423.0603861788618,475,387,753,475,668,198,144,243,150,36
13107,peeve,1422.55,365,1230,1230,152,1230,141,241,177,45,422
13108,immew,1422.5224959349594,670,316,316,1230,194,34,38,61,318,17
13109,xylic,1422.45,37,424,716,670,475,0,22,112,158,31
13110,gongs,1422.278617886179,310,753,573,310,668,115,279,137,76,36
13111,boutu,1422.1322764227643,280,753,466,729,466,173,279,165,139,1
13112,hooka,1421.6066707317075,387,753,753,210,975,69,279,243,55,63
13113,mneme,1421.5329349593494,316,573,1230,316,1230,107,87,177,68,422
13114,numbs,1421.0,573,466,316,280,668,37,185,61,24,36
13115,towts,1420.978548780488,729,753,194,729,668,149,279,26,139,36
13116,phubs,1420.8000000000002,365,387,466,280,668,141,144,165,24,36
13117,nulls,1420.7877398373985,573,466,716,716,668,37,185,112,162,36
13118,surfs,1420.577081300813,668,466,897,229,668,365,185,163,35,36
13119,afoam,1420.3562804878047,975,229,753,975,316,140,8,243,162,42
13120,amiga,1420.3214634146343,975,316,670,310,975,140,38,266,76,63
13121,swads,1420.277081300813,668,194,975,393,668,365,44,306,69,36
13122,vying,1420.25,152,424,670,573,310,43,22,266,182,41
13123,untin,1420.1030731707317,466,573,729,670,573,33,87,111,158,130
13124,mimsy,1419.9714471544714,316,670,316,668,424,107,201,61,171,364
13125,colog,1419.966268292683,475,753,716,753,310,198,279,112,132,41
13126,snigs,1419.8270813008132,668,573,670,310,668,365,87,266,76,36
13127,pakay,1419.7962804878048,365,975,210,975,424,141,304,12,162,364
13128,magna,1419.261463414634,316,975,310,573,975,107,304,67,182,63
13129,torot,1419.1180609756098,729,753,897,753,729,149,279,163,132,253
13130,curch,1419.0603861788618,475,466,897,475,387,198,185,163,150,137
13131,zobus,1419.0500000000002,40,753,280,466,668,3,279,56,82,36
13132,mirid,1419.0234959349596,316,670,897,670,393,107,201,163,158,118
13133,yapps,1418.9223983739837,424,975,365,365,668,6,304,57,50,36
13134,monos,1418.8162682926832,316,753,573,753,668,107,279,137,132,36
13135,gappy,1418.6723983739837,310,975,365,365,424,115,304,57,50,364
13136,mappy,1418.3723983739837,316,975,365,365,424,107,304,57,50,364
13137,dobro,1418.3560000000002,393,753,280,897,753,111,279,56,150,58
13138,appuy,1418.335630081301,975,365,365,466,424,140,61,57,82,364
13139,kliks,1418.2121951219513,210,716,670,210,668,20,200,266,55,36
13140,primi,1418.0834959349595,365,897,670,316,670,141,267,266,68,11
13141,jouks,1417.95,27,753,466,210,668,20,279,165,55,36
13142,spics,1417.777081300813,668,365,670,475,668,365,61,266,150,36
13143,mitis,1417.5734959349593,316,670,729,670,668,107,201,111,158,36
13144,froom,1417.5639756097562,229,897,753,753,316,135,267,243,132,42
13145,quink,1417.45,29,466,670,573,210,23,185,266,182,113
13146,zouks,1417.45,40,753,466,210,668,3,279,165,55,36
13147,neeze,1417.3000000000002,573,1230,1230,40,1230,37,241,177,20,422
13148,deedy,1417.2051341463416,393,1230,1230,393,424,111,241,177,69,364
13149,happi,1416.7723983739838,387,975,365,365,670,69,304,57,50,11
13150,silks,1416.027081300813,668,670,716,210,668,365,201,112,55,36
13151,ducks,1415.95,393,466,475,210,668,111,185,56,55,36
13152,gaddi,1415.8718658536586,310,975,393,393,670,115,304,75,69,11
13153,noddy,1415.6218658536586,573,753,393,393,424,37,279,75,69,364
13154,borgo,1415.4560000000001,280,753,897,310,753,173,279,163,76,58
13155,fonio,1415.3060000000003,229,753,573,670,753,135,279,137,158,58
13156,lippy,1415.2723983739838,716,670,365,365,424,87,201,57,50,364
13157,snobs,1415.227081300813,668,573,753,280,668,365,87,243,24,36
13158,inbox,1414.8000000000002,670,573,280,753,37,34,87,56,132,8
13159,wadas,1414.7962804878048,194,975,393,975,668,82,304,75,162,36
13160,krunk,1414.661463414634,210,897,466,573,210,20,267,165,182,113
13161,akoya,1414.571463414634,975,210,753,424,975,140,10,243,3,63
13162,niopo,1414.4037073170734,573,670,753,365,753,37,201,243,50,58
13163,fichu,1414.3000000000002,229,670,475,387,466,135,201,56,28,1
13164,pucks,1414.05,365,466,475,210,668,141,185,56,55,36
13165,baggy,1413.7878861788618,280,975,310,310,424,173,304,67,76,364
13166,dumps,1413.75,393,466,316,365,668,111,185,61,50,36
13167,nazzy,1413.4533739837398,573,975,40,40,424,37,304,11,20,364
13168,coppy,1413.4223983739837,475,753,365,365,424,198,279,57,50,364
13169,bammy,1413.150300813008,280,975,316,316,424,173,304,61,68,364
13170,sings,1413.0770813008132,668,670,573,310,668,365,201,137,76,36
13171,nitid,1413.0734959349595,573,670,729,670,393,37,201,111,158,118
13172,lowly,1412.978593495935,716,753,194,716,424,87,279,26,162,364
13173,wicks,1412.8500000000001,194,670,475,210,668,82,201,56,55,36
13174,webby,1412.8264227642276,194,1230,280,280,424,82,241,56,24,364
13175,fordo,1412.806,229,753,897,393,753,135,279,163,69,58
13176,zilla,1412.7377398373985,40,670,716,716,975,3,201,112,162,63
13177,banak,1412.6962804878049,280,975,573,975,210,173,304,137,162,113
13178,maban,1412.4962804878046,316,975,280,975,573,107,304,56,162,130
13179,haggs,1412.437886178862,387,975,310,310,668,69,304,67,76,36
13180,sadza,1412.161463414634,668,975,393,40,975,365,304,75,20,63
13181,sluff,1412.011886178862,668,716,466,229,229,365,200,165,35,26
13182,clock,1411.9603861788619,475,716,753,475,210,198,200,243,150,113
13183,dumbo,1411.95,393,466,316,280,753,111,185,61,24,58
13184,bilby,1411.6111788617886,280,670,716,280,424,173,201,112,24,364
13185,khoum,1411.5500000000002,210,387,753,466,316,20,144,243,82,42
13186,jacal,1411.5462804878048,27,975,475,975,716,20,304,56,162,155
13187,noops,1411.5066707317073,573,753,753,365,668,37,279,243,50,36
13188,cooms,1411.2066707317074,475,753,753,316,668,198,279,243,68,36
13189,cacks,1411.0856300813007,475,975,475,210,668,198,304,56,55,36
13190,putto,1411.0541341463415,365,466,729,729,753,141,185,111,139,58
13191,rudds,1410.8718658536586,897,466,393,393,668,105,185,75,69,36
13192,sodom,1410.7162682926833,668,753,393,753,316,365,279,75,132,42
13193,vacas,1410.6962804878046,152,975,475,975,668,43,304,56,162,36
13194,wimps,1410.65,194,670,316,365,668,82,201,61,50,36
13195,codon,1410.366268292683,475,753,393,753,573,198,279,75,132,130
13196,yeeek,1409.95,424,1230,1230,1230,210,6,241,177,318,113
13197,blood,1409.5639756097562,280,716,753,753,393,173,200,243,132,118
13198,tokos,1408.9662682926833,729,753,210,753,668,149,279,12,132,36
13199,oopak,1408.5326951219513,753,753,365,975,210,41,279,57,162,113
13200,bajra,1408.511463414634,280,975,27,897,975,173,304,3,150,63
13201,filly,1408.4877398373983,229,670,716,716,424,135,201,112,162,364
13202,occam,1408.0855081300815,753,475,475,975,316,41,40,56,162,42
13203,sways,1407.6270813008132,668,194,975,424,668,365,44,306,3,36
13204,paska,1407.4614634146342,365,975,668,210,975,141,304,80,55,63
13205,pinny,1407.3409512195121,365,670,573,573,424,141,201,137,182,364
13206,acmic,1407.3193495934959,975,475,316,670,475,140,40,61,158,31
13207,peepy,1407.164349593496,365,1230,1230,365,424,141,241,177,50,364
13208,agamy,1406.8523780487803,975,310,975,316,424,140,11,306,68,364
13209,mawla,1406.6614634146342,316,975,194,716,975,107,304,26,162,63
13210,obols,1406.3304024390245,753,280,753,716,668,41,16,243,162,36
13211,zebec,1405.8,40,1230,280,1230,475,3,241,56,318,31
13212,arrah,1405.7898292682926,975,897,897,975,387,140,267,163,162,137
13213,photo,1405.7537073170731,365,387,753,729,753,141,144,243,139,58
13214,kacks,1405.7121951219513,210,975,475,210,668,20,304,56,55,36
13215,halwa,1405.661463414634,387,975,716,194,975,69,304,112,25,63
13216,gowfs,1405.65,310,753,194,229,668,115,279,26,35,36
13217,nylon,1405.2158780487805,573,424,716,753,573,37,22,112,132,130
13218,udyog,1405.0500000000002,466,393,424,753,310,33,20,29,132,41
13219,humpy,1404.95,387,466,316,365,424,69,185,61,50,364
13220,stumm,1404.9476910569106,668,729,466,316,316,365,77,165,68,42
13221,yawny,1404.8579349593497,424,975,194,573,424,6,304,26,182,364
13222,vagal,1404.8462804878047,152,975,310,975,716,43,304,67,162,155
13223,fifty,1404.63287398374,229,670,229,729,424,135,201,25,139,364
13224,missy,1404.616105691057,316,670,668,668,424,107,201,80,171,364
13225,gowks,1404.2,310,753,194,210,668,115,279,26,55,36
13226,kybos,1403.95,210,424,280,753,668,20,22,56,132,36
13227,gasps,1403.9462276422767,310,975,668,365,668,115,304,80,50,36
13228,pawas,1403.896280487805,365,975,194,975,668,141,304,26,162,36
13229,faddy,1403.8718658536586,229,975,393,393,424,135,304,75,69,364
13230,deeds,1403.8051341463415,393,1230,1230,393,668,111,241,177,69,36
13231,kombi,1403.7,210,753,316,280,670,20,279,61,24,11
13232,gammy,1403.550300813008,310,975,316,316,424,115,304,61,68,364
13233,radar,1403.0665243902438,897,975,393,975,897,105,304,75,162,212
13234,manga,1403.061463414634,316,975,573,310,975,107,304,137,76,63
13235,iddah,1403.0251951219514,670,393,393,975,387,34,20,75,162,137
13236,luffa,1402.9182398373985,716,466,229,229,975,87,185,25,35,63
13237,rotor,1402.836512195122,897,753,729,753,897,105,279,111,132,212
13238,xebec,1402.8000000000002,37,1230,280,1230,475,0,241,56,318,31
13239,stats,1402.693581300813,668,729,975,729,668,365,77,306,139,36
13240,quibs,1402.45,29,466,670,280,668,23,185,266,24,36
13241,daffy,1401.9682398373984,393,975,229,229,424,111,304,25,35,364
13242,abask,1401.9023780487805,975,280,975,668,210,140,16,306,171,113
13243,cudda,1401.6218658536586,475,466,393,393,975,198,185,75,69,63
13244,qophs,1401.45,29,753,365,387,668,23,279,57,28,36
13245,burbs,1401.3111788617884,280,466,897,280,668,173,185,163,24,36
13246,aimak,1401.1562804878047,975,670,316,975,210,140,201,61,162,113
13247,lysis,1401.0462276422766,716,424,668,670,668,87,22,80,158,36
13248,skulk,1400.5736585365853,668,210,466,716,210,365,10,165,162,113
13249,lisps,1400.5462276422766,716,670,668,365,668,87,201,80,50,36
13250,scoff,1400.4118861788618,668,475,753,229,229,365,40,243,35,26
13251,sudsy,1400.3969593495935,668,466,393,668,424,365,185,75,171,364
13252,shook,1400.3139756097562,668,387,753,753,210,365,144,243,132,113
13253,khana,1399.5808536585364,210,387,975,573,975,20,144,306,182,63
13254,acara,1399.3938508328374,975,475,975,897,975,140,40,306,150,63
13255,kalam,1399.096280487805,210,975,716,975,316,20,304,112,162,42
13256,scops,1398.6270813008132,668,475,753,365,668,365,40,243,50,36
13257,swees,1398.3770813008132,668,194,1230,1230,668,365,44,177,318,36
13258,mafia,1398.361463414634,316,975,229,670,975,107,304,25,158,63
13259,commy,1398.300300813008,475,753,316,316,424,198,279,61,68,364
13260,groof,1398.0639756097562,310,897,753,753,229,115,267,243,132,26
13261,osmol,1397.8400000000001,753,668,316,753,716,41,16,61,132,155
13262,mambo,1397.7714471544716,316,975,316,280,753,107,304,61,24,58
13263,wahoo,1397.5633048780487,194,975,387,753,753,82,304,9,132,58
13264,hitch,1397.5605243902442,387,670,729,475,387,69,201,111,150,137
13265,woons,1397.1066707317073,194,753,753,573,668,82,279,243,182,36
13266,shops,1397.027081300813,668,387,753,365,668,365,144,243,50,36
13267,zinky,1396.3500000000001,40,670,573,210,424,3,201,137,55,364
13268,swaps,1396.3270813008132,668,194,975,365,668,365,44,306,50,36
13269,fitts,1396.3041341463418,229,670,729,729,668,135,201,111,139,36
13270,oboli,1396.1804024390244,753,280,753,716,670,41,16,243,162,11
13271,kokam,1396.0446341463417,210,753,210,975,316,20,279,12,162,42
13272,vulva,1395.9673008130083,152,466,716,152,975,43,185,112,45,63
13273,towno,1395.656,729,753,194,573,753,149,279,26,182,58
13274,kotos,1395.4662682926833,210,753,729,753,668,20,279,111,132,36
13275,wahay,1395.1962804878049,194,975,387,975,424,82,304,9,162,364
13276,fills,1395.0877398373984,229,670,716,716,668,135,201,112,162,36
